DistinguishedName,Enabled,GivenName,Name,ObjectClass,ObjectGUID,SamAccountName,SID,Surname,UserPrincipalName
"CN=Mckinley Christopher,OU=Alsid,DC=alsid,DC=corp",TRUE,Mckinley,Mckinley Christopher,user,cbd5b403-5876-4bf9-9ebc-90a007d5216e,mckinley.christopher,S-1-5-21-3286942722-1835917726-286516016-1903,Christopher,mckinley.christopher@ad.vulndomain.corp
"CN=Darell Baxley,OU=Alsid,DC=alsid,DC=corp",TRUE,Darell,Darell Baxley,user,a042e56f-b513-4603-9ede-18585c9cef78,darell.baxley,S-1-5-21-3286942722-1835917726-286516016-1904,Baxley,darell.baxley@ad.vulndomain.corp
"CN=Millard Clayton,OU=Alsid,DC=alsid,DC=corp",TRUE,Millard,Millard Clayton,user,0ba9a0aa-16dc-4f40-9505-a64339428add,millard.clayton,S-1-5-21-3286942722-1835917726-286516016-1905,Clayton,millard.clayton@ad.vulndomain.corp
"CN=Fidel Boling,OU=Alsid,DC=alsid,DC=corp",TRUE,Fidel,Fidel Boling,user,f6932e6b-b1c8-4e16-8f0d-573e9295149e,fidel.boling,S-1-5-21-3286942722-1835917726-286516016-1906,Boling,fidel.boling@ad.vulndomain.corp
"CN=Abraham Abernathy,OU=Alsid,DC=alsid,DC=corp",TRUE,Abraham,Abraham Abernathy,user,03a2f730-97cb-49d5-b098-bd311572560c,abraham.abernathy,S-1-5-21-3286942722-1835917726-286516016-1907,Abernathy,abraham.abernathy@ad.vulndomain.corp
"CN=Antony Alley,OU=Alsid,DC=alsid,DC=corp",TRUE,Antony,Antony Alley,user,10b3b3e3-8491-402f-b14e-096cda8ab19b,antony.alley,S-1-5-21-3286942722-1835917726-286516016-1908,Alley,antony.alley@ad.vulndomain.corp
"CN=Eugene Blum,OU=Alsid,DC=alsid,DC=corp",TRUE,Eugene,Eugene Blum,user,50d2e5da-3a20-44ba-84cc-bca2b637ce05,eugene.blum,S-1-5-21-3286942722-1835917726-286516016-1909,Blum,eugene.blum@ad.vulndomain.corp
"CN=Jared Bunnell,OU=Alsid,DC=alsid,DC=corp",TRUE,Jared,Jared Bunnell,user,8c7fd4de-79e4-402e-9e43-cc6d44dbf9d6,jared.bunnell,S-1-5-21-3286942722-1835917726-286516016-1910,Bunnell,jared.bunnell@ad.vulndomain.corp
"CN=Filiberto Bolling,OU=Alsid,DC=alsid,DC=corp",TRUE,Filiberto,Filiberto Bolling,user,001a443c-bb50-4d9b-b37c-68d0cfcbc9ed,filiberto.bolling,S-1-5-21-3286942722-1835917726-286516016-1911,Bolling,filiberto.bolling@ad.vulndomain.corp
"CN=Mia Wallace,OU=Alsid,DC=alsid,DC=corp",TRUE,Mia,Mia Wallace,user,a7881f49-c644-43ed-b7dc-301f2b903733,mia.wallace,S-1-5-21-3286942722-1835917726-286516016-1912,Wallace,mia.wallace@ad.vulndomain.corp
"CN=Armand Alonso,OU=Alsid,DC=alsid,DC=corp",TRUE,Armand,Armand Alonso,user,2b2478e3-38d3-4959-ad68-0e64fa774724,armand.alonso,S-1-5-21-3286942722-1835917726-286516016-1913,Alonso,armand.alonso@ad.vulndomain.corp
"CN=Alan Adame,OU=Alsid,DC=alsid,DC=corp",TRUE,Alan,Alan Adame,user,9fbaaf5e-f69e-4bec-a3a7-1ec81b557803,alan.adame,S-1-5-21-3286942722-1835917726-286516016-1914,Adame,alan.adame@ad.vulndomain.corp
"CN=Burton Autry,OU=Alsid,DC=alsid,DC=corp",TRUE,Burton,Burton Autry,user,e41edadf-3d57-412e-b667-0ae5b9aef653,burton.autry,S-1-5-21-3286942722-1835917726-286516016-1915,Autry,burton.autry@ad.vulndomain.corp
"CN=Kenny Canty,OU=Alsid,DC=alsid,DC=corp",TRUE,Kenny,Kenny Canty,user,5345b712-21f3-41d3-9890-2ce1c29edda0,kenny.canty,S-1-5-21-3286942722-1835917726-286516016-1916,Canty,kenny.canty@ad.vulndomain.corp
"CN=Donnie Darko,OU=Alsid,DC=alsid,DC=corp",TRUE,Donnie,Donnie Darko,user,7ba5cbed-949a-4733-b565-f758d977b89d,donnie.darko,S-1-5-21-3286942722-1835917726-286516016-1917,Darko,donnie.darko@ad.vulndomain.corp
"CN=Drew Bergstrom,OU=Alsid,DC=alsid,DC=corp",TRUE,Drew,Drew Bergstrom,user,85346c8b-62bb-4a60-af76-06e136b0b03e,drew.bergstrom,S-1-5-21-3286942722-1835917726-286516016-1918,Bergstrom,drew.bergstrom@ad.vulndomain.corp
"CN=Arden Allred,OU=Alsid,DC=alsid,DC=corp",TRUE,Arden,Arden Allred,user,48d14332-423b-4386-829e-c2dcdf4765e7,arden.allred,S-1-5-21-3286942722-1835917726-286516016-1919,Allred,arden.allred@ad.vulndomain.corp
"CN=Lamar Carnes,OU=Alsid,DC=alsid,DC=corp",TRUE,Lamar,Lamar Carnes,user,1baa2504-4799-4e9f-affd-bdb2a9340e10,lamar.carnes,S-1-5-21-3286942722-1835917726-286516016-1920,Carnes,lamar.carnes@ad.vulndomain.corp
"CN=Alexander Agnew,OU=Alsid,DC=alsid,DC=corp",TRUE,Alexander,Alexander Agnew,user,f8c8ddff-290c-480a-b0e4-3c02bd14dad7,alexander.agnew,S-1-5-21-3286942722-1835917726-286516016-1921,Agnew,alexander.agnew@ad.vulndomain.corp
"CN=Hassan Brennan,OU=Alsid,DC=alsid,DC=corp",TRUE,Hassan,Hassan Brennan,user,3f78e1ae-9f68-4d3f-bf42-66d3e1bf1683,hassan.brennan,S-1-5-21-3286942722-1835917726-286516016-1922,Brennan,hassan.brennan@ad.vulndomain.corp
"CN=Jose Cahill,OU=Alsid,DC=alsid,DC=corp",TRUE,Jose,Jose Cahill,user,0e60b39d-b4ff-4b05-b5e7-ef3503187148,jose.cahill,S-1-5-21-3286942722-1835917726-286516016-1923,Cahill,jose.cahill@ad.vulndomain.corp
"CN=Keyser Soze,OU=Alsid,DC=alsid,DC=corp",TRUE,Keyser,Keyser Soze,user,4cca135c-851a-4a13-93a9-808899987ba0,keyser.soze,S-1-5-21-3286942722-1835917726-286516016-1924,Soze,keyser.soze@ad.vulndomain.corp
"CN=Freeman Bostic,OU=Alsid,DC=alsid,DC=corp",TRUE,Freeman,Freeman Bostic,user,35ecdb30-df89-417c-acf9-7c9ee79a458d,freeman.bostic,S-1-5-21-3286942722-1835917726-286516016-1925,Bostic,freeman.bostic@ad.vulndomain.corp
"CN=Darron Beane,OU=Alsid,DC=alsid,DC=corp",TRUE,Darron,Darron Beane,user,98e01cc1-b7ef-4684-a5f6-d2e89a7775c6,darron.beane,S-1-5-21-3286942722-1835917726-286516016-1926,Beane,darron.beane@ad.vulndomain.corp
"CN=Jae Bueno,OU=Alsid,DC=alsid,DC=corp",TRUE,Jae,Jae Bueno,user,1ea8679a-da82-4e66-820f-bff3484df57e,jae.bueno,S-1-5-21-3286942722-1835917726-286516016-1927,Bueno,jae.bueno@ad.vulndomain.corp
"CN=Long Caudill,OU=Alsid,DC=alsid,DC=corp",TRUE,Long,Long Caudill,user,79a53c91-9bd5-46ab-9752-ad7a7807a234,long.caudill,S-1-5-21-3286942722-1835917726-286516016-1928,Caudill,long.caudill@ad.vulndomain.corp
"CN=Deangelo Beauchamp,OU=Alsid,DC=alsid,DC=corp",TRUE,Deangelo,Deangelo Beauchamp,user,b0f20513-1eb1-4ea8-97b4-408452c9bbcb,deangelo.beauchamp,S-1-5-21-3286942722-1835917726-286516016-1929,Beauchamp,deangelo.beauchamp@ad.vulndomain.corp
"CN=Darren Beals,OU=Alsid,DC=alsid,DC=corp",TRUE,Darren,Darren Beals,user,a2084764-3ee0-4fd4-8896-8d36307beb89,darren.beals,S-1-5-21-3286942722-1835917726-286516016-1930,Beals,darren.beals@ad.vulndomain.corp
"CN=Marco Cheek,OU=Alsid,DC=alsid,DC=corp",TRUE,Marco,Marco Cheek,user,94f1c9cd-8685-4082-8a9c-a59a1d5e6bfd,marco.cheek,S-1-5-21-3286942722-1835917726-286516016-1931,Cheek,marco.cheek@ad.vulndomain.corp
"CN=Kraig Carlisle,OU=Alsid,DC=alsid,DC=corp",TRUE,Kraig,Kraig Carlisle,user,1613298f-28b8-4481-81e9-b33a314b3f79,kraig.carlisle,S-1-5-21-3286942722-1835917726-286516016-1932,Carlisle,kraig.carlisle@ad.vulndomain.corp
"CN=Ahmed Adair,OU=Alsid,DC=alsid,DC=corp",TRUE,Ahmed,Ahmed Adair,user,0ebfb4ac-62b6-425a-9228-0839a5a856ff,ahmed.adair,S-1-5-21-3286942722-1835917726-286516016-1933,Adair,ahmed.adair@ad.vulndomain.corp
"CN=Dean Beatty,OU=Alsid,DC=alsid,DC=corp",TRUE,Dean,Dean Beatty,user,bed85c02-b60c-4d57-8eda-4ca006176fa7,dean.beatty,S-1-5-21-3286942722-1835917726-286516016-1934,Beatty,dean.beatty@ad.vulndomain.corp
"CN=Ken Canfield,OU=Alsid,DC=alsid,DC=corp",TRUE,Ken,Ken Canfield,user,30598ec6-c465-45b3-9c3b-5d280960a9b2,ken.canfield,S-1-5-21-3286942722-1835917726-286516016-1935,Canfield,ken.canfield@ad.vulndomain.corp
"CN=Lindsey Castro,OU=Alsid,DC=alsid,DC=corp",TRUE,Lindsey,Lindsey Castro,user,24124d7b-8eba-4d18-95ee-d9399ebe38a8,lindsey.castro,S-1-5-21-3286942722-1835917726-286516016-1936,Castro,lindsey.castro@ad.vulndomain.corp
"CN=Buck Atwell,OU=Alsid,DC=alsid,DC=corp",TRUE,Buck,Buck Atwell,user,aa83c657-75cd-48e7-882b-e055ca0aacaa,buck.atwell,S-1-5-21-3286942722-1835917726-286516016-1937,Atwell,buck.atwell@ad.vulndomain.corp
"CN=Mr Nobody,OU=Alsid,DC=alsid,DC=corp",TRUE,Mr,Mr Nobody,user,bb6ed54a-b2c6-40cb-bc39-f4ae78b51048,mr.nobody,S-1-5-21-3286942722-1835917726-286516016-1938,Nobody,mr.nobody@ad.vulndomain.corp
"CN=Frank Underwood,OU=Alsid,DC=alsid,DC=corp",TRUE,Frank,Frank Underwood,user,15c0152c-fc80-4baf-afdf-92368ec6d2d7,frank.underwood,S-1-5-21-3286942722-1835917726-286516016-1939,Underwood,frank.underwood@ad.vulndomain.corp
"CN=Clifton Barnett,OU=Alsid,DC=alsid,DC=corp",TRUE,Clifton,Clifton Barnett,user,6918817e-209d-4670-8b55-04db282b2eff,clifton.barnett,S-1-5-21-3286942722-1835917726-286516016-1940,Barnett,clifton.barnett@ad.vulndomain.corp
"CN=Morticia Addams,OU=Alsid,DC=alsid,DC=corp",TRUE,Morticia,Morticia Addams,user,bba056f0-09d2-4dd1-9deb-2247e1c9e086,morticia.addams,S-1-5-21-3286942722-1835917726-286516016-1941,Addams,morticia.addams@ad.vulndomain.corp
"CN=Bruno Askew,OU=Alsid,DC=alsid,DC=corp",TRUE,Bruno,Bruno Askew,user,5da2fabd-dea9-4587-ae82-dba18e382237,bruno.askew,S-1-5-21-3286942722-1835917726-286516016-1942,Askew,bruno.askew@ad.vulndomain.corp
"CN=Manual Chatman,OU=Alsid,DC=alsid,DC=corp",TRUE,Manual,Manual Chatman,user,23b392c1-b971-4556-9ae7-5c766b3303d3,manual.chatman,S-1-5-21-3286942722-1835917726-286516016-1943,Chatman,manual.chatman@ad.vulndomain.corp
"CN=Allan Ahrens,OU=Alsid,DC=alsid,DC=corp",TRUE,Allan,Allan Ahrens,user,7551a807-17bf-4667-bafa-a3e96e62a4d3,allan.ahrens,S-1-5-21-3286942722-1835917726-286516016-1944,Ahrens,allan.ahrens@ad.vulndomain.corp
"CN=Darryl Beard,OU=Alsid,DC=alsid,DC=corp",TRUE,Darryl,Darryl Beard,user,d8882ad2-9190-47c1-a1a1-e0d346ea453d,darryl.beard,S-1-5-21-3286942722-1835917726-286516016-1945,Beard,darryl.beard@ad.vulndomain.corp
"CN=Marcos Chen,OU=Alsid,DC=alsid,DC=corp",TRUE,Marcos,Marcos Chen,user,24f8e8c4-fa69-4644-bc58-e61e88e47e9f,marcos.chen,S-1-5-21-3286942722-1835917726-286516016-1946,Chen,marcos.chen@ad.vulndomain.corp
"CN=Corto Maltese,OU=Alsid,DC=alsid,DC=corp",TRUE,Corto,Corto Maltese,user,ebc0516f-0bf0-4b9c-8cf7-70401c57d563,corto.maltese,S-1-5-21-3286942722-1835917726-286516016-1947,Maltese,corto.maltese@ad.vulndomain.corp
"CN=Felton Bolduc,OU=Alsid,DC=alsid,DC=corp",TRUE,Felton,Felton Bolduc,user,9507b389-90b7-4df0-9412-6191f14addba,felton.bolduc,S-1-5-21-3286942722-1835917726-286516016-1948,Bolduc,felton.bolduc@ad.vulndomain.corp
"CN=Milan Clary,OU=Alsid,DC=alsid,DC=corp",TRUE,Milan,Milan Clary,user,9a9adf2b-9b01-4c85-8dbd-789f5e27ee51,milan.clary,S-1-5-21-3286942722-1835917726-286516016-1949,Clary,milan.clary@ad.vulndomain.corp
"CN=Jamal Bull,OU=Alsid,DC=alsid,DC=corp",TRUE,Jamal,Jamal Bull,user,bdcdf75f-c64a-4de7-97fa-4b5423bfae52,jamal.bull,S-1-5-21-3286942722-1835917726-286516016-1950,Bull,jamal.bull@ad.vulndomain.corp
"CN=Art Amador,OU=Alsid,DC=alsid,DC=corp",TRUE,Art,Art Amador,user,bc306e8f-f052-42b5-a97e-5b49f1d4c692,art.amador,S-1-5-21-3286942722-1835917726-286516016-1951,Amador,art.amador@ad.vulndomain.corp
"CN=Clayton Barger,OU=Alsid,DC=alsid,DC=corp",TRUE,Clayton,Clayton Barger,user,1ceb70e5-87fd-4d36-aaa5-91b2968d24a7,clayton.barger,S-1-5-21-3286942722-1835917726-286516016-1952,Barger,clayton.barger@ad.vulndomain.corp
"CN=Alonzo Ainsworth,OU=Alsid,DC=alsid,DC=corp",TRUE,Alonzo,Alonzo Ainsworth,user,e0ca69c9-8a09-4312-ba61-26eceec871aa,alonzo.ainsworth,S-1-5-21-3286942722-1835917726-286516016-1953,Ainsworth,alonzo.ainsworth@ad.vulndomain.corp
"CN=Brant Arthur,OU=Alsid,DC=alsid,DC=corp",TRUE,Brant,Brant Arthur,user,1bf12b09-bddf-4b46-8dcc-296b7ab38a47,brant.arthur,S-1-5-21-3286942722-1835917726-286516016-1954,Arthur,brant.arthur@ad.vulndomain.corp
"CN=Markus Childers,OU=Alsid,DC=alsid,DC=corp",TRUE,Markus,Markus Childers,user,ce7d444e-55ce-4187-9811-5d4007452c16,markus.childers,S-1-5-21-3286942722-1835917726-286516016-1955,Childers,markus.childers@ad.vulndomain.corp
"CN=Maximo Christianson,OU=Alsid,DC=alsid,DC=corp",TRUE,Maximo,Maximo Christianson,user,4d09ba07-fc1b-48f5-9dfb-3367ac1b218f,maximo.christianson,S-1-5-21-3286942722-1835917726-286516016-1956,Christianson,maximo.christianson@ad.vulndomain.corp
"CN=Gale Bottoms,OU=Alsid,DC=alsid,DC=corp",TRUE,Gale,Gale Bottoms,user,b6539e1a-d7c0-4302-ba97-f9145a16c9ad,gale.bottoms,S-1-5-21-3286942722-1835917726-286516016-1957,Bottoms,gale.bottoms@ad.vulndomain.corp
"CN=Denis Becker,OU=Alsid,DC=alsid,DC=corp",TRUE,Denis,Denis Becker,user,dcbf8ee0-dce4-4837-a026-d02a4754e0d0,denis.becker,S-1-5-21-3286942722-1835917726-286516016-1958,Becker,denis.becker@ad.vulndomain.corp
"CN=Trotro Rigolo,OU=Alsid,DC=alsid,DC=corp",TRUE,Trotro,Trotro Rigolo,user,684de250-103d-47bf-80d2-0cfb08d13abd,trotro.rigolo,S-1-5-21-3286942722-1835917726-286516016-1959,Rigolo,trotro.rigolo@ad.vulndomain.corp
"CN=Jay Burge,OU=Alsid,DC=alsid,DC=corp",TRUE,Jay,Jay Burge,user,34d03590-5f3f-4e6a-9d01-9d575d8395c7,jay.burge,S-1-5-21-3286942722-1835917726-286516016-1960,Burge,jay.burge@ad.vulndomain.corp
"CN=Amado Albers,OU=Alsid,DC=alsid,DC=corp",TRUE,Amado,Amado Albers,user,d088925c-9b9b-4fe2-9014-5a5513a77602,amado.albers,S-1-5-21-3286942722-1835917726-286516016-1961,Albers,amado.albers@ad.vulndomain.corp
"CN=Del Beaulieu,OU=Alsid,DC=alsid,DC=corp",TRUE,Del,Del Beaulieu,user,4461c6c7-2393-47d5-b041-a1b2283cfe72,del.beaulieu,S-1-5-21-3286942722-1835917726-286516016-1962,Beaulieu,del.beaulieu@ad.vulndomain.corp
"CN=Cleveland Barlow,OU=Alsid,DC=alsid,DC=corp",TRUE,Cleveland,Cleveland Barlow,user,cc0e3a48-5d14-47fb-b42b-c582cd7ba241,cleveland.barlow,S-1-5-21-3286942722-1835917726-286516016-1963,Barlow,cleveland.barlow@ad.vulndomain.corp
"CN=Peter Venkman,OU=Alsid,DC=alsid,DC=corp",TRUE,Peter,Peter Venkman,user,4a37f057-48f6-473b-814c-b2bb0eb6dbd1,peter.venkman,S-1-5-21-3286942722-1835917726-286516016-1964,Venkman,peter.venkman@ad.vulndomain.corp
"CN=Gilberto Boykin,OU=Alsid,DC=alsid,DC=corp",TRUE,Gilberto,Gilberto Boykin,user,8f508c95-07d1-4148-a41b-6a2825924d18,gilberto.boykin,S-1-5-21-3286942722-1835917726-286516016-1965,Boykin,gilberto.boykin@ad.vulndomain.corp
"CN=Brady Arrington,OU=Alsid,DC=alsid,DC=corp",TRUE,Brady,Brady Arrington,user,ba575497-ed68-44ef-a56c-0710994873f9,brady.arrington,S-1-5-21-3286942722-1835917726-286516016-1966,Arrington,brady.arrington@ad.vulndomain.corp
"CN=Dick Belcher,OU=Alsid,DC=alsid,DC=corp",TRUE,Dick,Dick Belcher,user,b5f617bd-7272-42c5-9ebd-71ea23317d5f,dick.belcher,S-1-5-21-3286942722-1835917726-286516016-1967,Belcher,dick.belcher@ad.vulndomain.corp
"CN=Grady Bradford,OU=Alsid,DC=alsid,DC=corp",TRUE,Grady,Grady Bradford,user,8561201e-d7a4-4a6b-a3f0-38ab9395eb7f,grady.bradford,S-1-5-21-3286942722-1835917726-286516016-1968,Bradford,grady.bradford@ad.vulndomain.corp
"CN=Grover Brandon,OU=Alsid,DC=alsid,DC=corp",TRUE,Grover,Grover Brandon,user,bcd4fd55-cd74-4ac5-98d5-53128f9cb20c,grover.brandon,S-1-5-21-3286942722-1835917726-286516016-1969,Brandon,grover.brandon@ad.vulndomain.corp
"CN=Hilario Brinkman,OU=Alsid,DC=alsid,DC=corp",TRUE,Hilario,Hilario Brinkman,user,e63abe95-4a0b-444f-a1c0-3444c5eca74f,hilario.brinkman,S-1-5-21-3286942722-1835917726-286516016-1970,Brinkman,hilario.brinkman@ad.vulndomain.corp
"CN=Ike Browne,OU=Alsid,DC=alsid,DC=corp",TRUE,Ike,Ike Browne,user,c5eac685-c2c8-454c-a053-eb45981172e9,ike.browne,S-1-5-21-3286942722-1835917726-286516016-1971,Browne,ike.browne@ad.vulndomain.corp
"CN=Joan Bustos,OU=Alsid,DC=alsid,DC=corp",TRUE,Joan,Joan Bustos,user,8f2fa44e-554a-4211-8ef8-099bad9f244b,joan.bustos,S-1-5-21-3286942722-1835917726-286516016-1972,Bustos,joan.bustos@ad.vulndomain.corp
"CN=Columbus Barrett,OU=Alsid,DC=alsid,DC=corp",TRUE,Columbus,Columbus Barrett,user,49c31aa6-f3a7-4756-9534-b7ce79faaec5,columbus.barrett,S-1-5-21-3286942722-1835917726-286516016-1973,Barrett,columbus.barrett@ad.vulndomain.corp
"CN=Marlin Childress,OU=Alsid,DC=alsid,DC=corp",TRUE,Marlin,Marlin Childress,user,13442b86-a317-462b-993d-51333ea7c87b,marlin.childress,S-1-5-21-3286942722-1835917726-286516016-1974,Childress,marlin.childress@ad.vulndomain.corp
"CN=Gavin Bowden,OU=Alsid,DC=alsid,DC=corp",TRUE,Gavin,Gavin Bowden,user,5d45929f-be04-4a7a-9710-8cbb8f4c3210,gavin.bowden,S-1-5-21-3286942722-1835917726-286516016-1975,Bowden,gavin.bowden@ad.vulndomain.corp
"CN=Fox Mulder,OU=Alsid,DC=alsid,DC=corp",TRUE,Fox,Fox Mulder,user,e3caa57c-c6b4-4bd3-b1f8-f784c4aee367,fox.mulder,S-1-5-21-3286942722-1835917726-286516016-1976,Mulder,fox.mulder@ad.vulndomain.corp
"CN=Bertram Archer,OU=Alsid,DC=alsid,DC=corp",TRUE,Bertram,Bertram Archer,user,4b5deb23-25c6-4929-9730-19157347ba84,bertram.archer,S-1-5-21-3286942722-1835917726-286516016-1977,Archer,bertram.archer@ad.vulndomain.corp
"CN=Dario Baylor,OU=Alsid,DC=alsid,DC=corp",TRUE,Dario,Dario Baylor,user,02ae400b-05d9-48cd-984f-07472f3d161e,dario.baylor,S-1-5-21-3286942722-1835917726-286516016-1978,Baylor,dario.baylor@ad.vulndomain.corp
"CN=Bernard Applegate,OU=Alsid,DC=alsid,DC=corp",TRUE,Bernard,Bernard Applegate,user,cb8661f8-4b53-4281-8843-5ff206554d0f,bernard.applegate,S-1-5-21-3286942722-1835917726-286516016-1979,Applegate,bernard.applegate@ad.vulndomain.corp
"CN=Felix Bolden,OU=Alsid,DC=alsid,DC=corp",TRUE,Felix,Felix Bolden,user,5420da81-af2b-46de-bd4e-4d49f77865c9,felix.bolden,S-1-5-21-3286942722-1835917726-286516016-1980,Bolden,felix.bolden@ad.vulndomain.corp
"CN=Dorsey Benton,OU=Alsid,DC=alsid,DC=corp",TRUE,Dorsey,Dorsey Benton,user,533d60f7-482a-4882-bb22-25a5bbce9581,dorsey.benton,S-1-5-21-3286942722-1835917726-286516016-1981,Benton,dorsey.benton@ad.vulndomain.corp
"CN=Curt Batchelor,OU=Alsid,DC=alsid,DC=corp",TRUE,Curt,Curt Batchelor,user,398ca6a7-0ea1-41e3-957c-2b7f010346a3,curt.batchelor,S-1-5-21-3286942722-1835917726-286516016-1982,Batchelor,curt.batchelor@ad.vulndomain.corp
"CN=Lonnie Caudle,OU=Alsid,DC=alsid,DC=corp",TRUE,Lonnie,Lonnie Caudle,user,da69bd80-30da-4adb-a412-c427e865a1af,lonnie.caudle,S-1-5-21-3286942722-1835917726-286516016-1983,Caudle,lonnie.caudle@ad.vulndomain.corp
"CN=Milford Clay,OU=Alsid,DC=alsid,DC=corp",TRUE,Milford,Milford Clay,user,14685781-6638-4a98-9e12-19ac3d1c02ba,milford.clay,S-1-5-21-3286942722-1835917726-286516016-1984,Clay,milford.clay@ad.vulndomain.corp
"CN=Boyce Arndt,OU=Alsid,DC=alsid,DC=corp",TRUE,Boyce,Boyce Arndt,user,105ced1a-0ebb-4ba7-8a46-28b2870dbdbb,boyce.arndt,S-1-5-21-3286942722-1835917726-286516016-1985,Arndt,boyce.arndt@ad.vulndomain.corp
"CN=Irwin Brubaker,OU=Alsid,DC=alsid,DC=corp",TRUE,Irwin,Irwin Brubaker,user,24d02db0-390c-4151-932c-023b6c8b9a19,irwin.brubaker,S-1-5-21-3286942722-1835917726-286516016-1986,Brubaker,irwin.brubaker@ad.vulndomain.corp
"CN=Matt Chong,OU=Alsid,DC=alsid,DC=corp",TRUE,Matt,Matt Chong,user,05957749-6a11-41eb-afbf-42d13cae4ab5,matt.chong,S-1-5-21-3286942722-1835917726-286516016-1987,Chong,matt.chong@ad.vulndomain.corp
"CN=Garrett Bounds,OU=Alsid,DC=alsid,DC=corp",TRUE,Garrett,Garrett Bounds,user,7df80735-e823-4aa4-a1c4-c3940b2f5569,garrett.bounds,S-1-5-21-3286942722-1835917726-286516016-1988,Bounds,garrett.bounds@ad.vulndomain.corp
"CN=Dan Batts,OU=Alsid,DC=alsid,DC=corp",TRUE,Dan,Dan Batts,user,7a8392a5-a1b5-4dbf-a2d8-396b576b7635,dan.batts,S-1-5-21-3286942722-1835917726-286516016-1989,Batts,dan.batts@ad.vulndomain.corp
"CN=Dannie Baumann,OU=Alsid,DC=alsid,DC=corp",TRUE,Dannie,Dannie Baumann,user,0b2b495c-0d0c-45e6-b4fa-c9768d03f410,dannie.baumann,S-1-5-21-3286942722-1835917726-286516016-1990,Baumann,dannie.baumann@ad.vulndomain.corp
"CN=Boris Armstrong,OU=Alsid,DC=alsid,DC=corp",TRUE,Boris,Boris Armstrong,user,0a8ee9a7-dbc1-4211-947e-9966f87cd3d2,boris.armstrong,S-1-5-21-3286942722-1835917726-286516016-1991,Armstrong,boris.armstrong@ad.vulndomain.corp
"CN=Jim Buss,OU=Alsid,DC=alsid,DC=corp",TRUE,Jim,Jim Buss,user,01c70bc4-a926-4c11-b210-9cfdef111218,jim.buss,S-1-5-21-3286942722-1835917726-286516016-1992,Buss,jim.buss@ad.vulndomain.corp
"CN=Len Cary,OU=Alsid,DC=alsid,DC=corp",TRUE,Len,Len Cary,user,4469f39f-0fdf-4f42-ad87-638887b387c0,len.cary,S-1-5-21-3286942722-1835917726-286516016-1993,Cary,len.cary@ad.vulndomain.corp
"CN=Earl Berry,OU=Alsid,DC=alsid,DC=corp",TRUE,Earl,Earl Berry,user,89a68bcc-f970-47ce-8b06-228038ba7464,earl.berry,S-1-5-21-3286942722-1835917726-286516016-1994,Berry,earl.berry@ad.vulndomain.corp
"CN=Joesph Butts,OU=Domain Controllers,DC=alsid,DC=corp",TRUE,Joesph,Joesph Butts,user,8772a958-d242-4bfa-8c49-d8e1062f197d,joesph.butts,S-1-5-21-3286942722-1835917726-286516016-1995,Butts,joesph.butts@ad.vulndomain.corp
"CN=Gaylord Bowens,OU=Alsid,DC=alsid,DC=corp",TRUE,Gaylord,Gaylord Bowens,user,9cfdc70c-dd47-482a-91df-0ec904b4029b,gaylord.bowens,S-1-5-21-3286942722-1835917726-286516016-1996,Bowens,gaylord.bowens@ad.vulndomain.corp
"CN=Aubrey Ames,OU=Alsid,DC=alsid,DC=corp",TRUE,Aubrey,Aubrey Ames,user,b5e8d0ba-67f1-47ec-8aa5-b8ab86e61f75,aubrey.ames,S-1-5-21-3286942722-1835917726-286516016-1997,Ames,aubrey.ames@ad.vulndomain.corp
"CN=Efren Biddle,OU=Alsid,DC=alsid,DC=corp",TRUE,Efren,Efren Biddle,user,3c78016f-96e2-4d6a-a472-c66a16d915db,efren.biddle,S-1-5-21-3286942722-1835917726-286516016-1998,Biddle,efren.biddle@ad.vulndomain.corp
"CN=Harley Braxton,OU=Alsid,DC=alsid,DC=corp",TRUE,Harley,Harley Braxton,user,6527c3a0-842f-4ac6-befb-61f12f7d0e54,harley.braxton,S-1-5-21-3286942722-1835917726-286516016-1999,Braxton,harley.braxton@ad.vulndomain.corp
"CN=Gordon Braden,OU=Alsid,DC=alsid,DC=corp",TRUE,Gordon,Gordon Braden,user,b004e7db-e607-45cd-8eaa-728cbdd5f8f7,gordon.braden,S-1-5-21-3286942722-1835917726-286516016-2000,Braden,gordon.braden@ad.vulndomain.corp
"CN=Jan Bunn,OU=Alsid,DC=alsid,DC=corp",TRUE,Jan,Jan Bunn,user,b0cfeace-32e9-4017-919f-f3e0e4517709,jan.bunn,S-1-5-21-3286942722-1835917726-286516016-2001,Bunn,jan.bunn@ad.vulndomain.corp
"CN=Dexter Morgan,OU=Alsid,DC=alsid,DC=corp",TRUE,Dexter,Dexter Morgan,user,b69262f9-7377-48a0-a9e4-155050790c0d,dexter.morgan,S-1-5-21-3286942722-1835917726-286516016-2002,Morgan,dexter.morgan@ad.vulndomain.corp
"CN=Mel Christy,OU=Alsid,DC=alsid,DC=corp",TRUE,Mel,Mel Christy,user,38df8bcc-913e-46fe-979d-eed1d1851821,mel.christy,S-1-5-21-3286942722-1835917726-286516016-2003,Christy,mel.christy@ad.vulndomain.corp
